Year,Kilometers_Driven,Mileage,Engine,Power,Seats,Price
2015,50000,22.70588235,1968,141,5,11.69
2018,1331,19.04,1798,138.03,5,20
2010,60000,26.26666667,796,35,8,1.45
2018,10003,21.05882353,2143,170,5,48.5
2016,25000,25.29411765,1498,108.5,5,9.45
2015,73000,18.82352941,2179,140,7,12.5
2014,59962,24.05882353,1461,83.8,5,6.9
2012,72000,26.25882353,1582,126.32,5,5.8
2016,20967,17.28235294,2993,258,5,44.56
2015,35000,18.11764706,2179,120,7,8.5
2017,38056,28.11764706,1582,126.2,5,10.7
2009,94000,14.2,2967,241.4,7,12
2010,64236,19.6,1150,76,5,2.44
2000,124000,16,2523,63,7,1.95
2014,7400,25.46666667,1197,82,5,4.35
2017,52000,16.09411765,2393,147.8,8,17.5
2015,68764,28.13333333,814,55.2,5,2.9
2013,64000,25.96470588,1199,73.9,5,2.9
2016,21558,28.58823529,1248,88.5,5,8.9
2013,37500,22.21176471,1995,184,5,16.75
2016,14077,28.13333333,814,55.2,5,3.95
2009,70000,22.66666667,1497,118,5,2.1
2011,54316,17.06666667,2354,177.6,5,4.29
2009,90764,16.47058824,2498,112,8,3.85
2009,137000,15.52941176,1995,170,5,9
2013,127000,22.4,1497,116.3,5,4.5
2016,51884,18.82352941,2179,140,7,12.46
2014,67407,25.02352941,1396,88.76,5,4.65
2014,107825,15.29411765,2982,168.5,7,20.5
2006,82453,16,2523,63,8,2.9
2007,30441,21.2,1298,85,5,1.45
2002,70000,,1086,,5,0.65
2016,11000,24.35294118,1496,113.98,5,29.5
2015,61000,18.50588235,1968,174.33,5,25
2013,48454,22.66666667,1197,80,5,3.5
2017,37000,16.58823529,2179,154,7,11.25
2017,32249,25.76470588,1498,98.6,7,10.79
2013,58000,22.74117647,1968,138.03,5,5.9
2017,28360,25.46666667,1197,81.86,5,5.12
2017,7000,27.85333333,1197,81.8,5,5.7
2016,19658,21.31764706,1995,190,5,35.84
2007,92000,18.4,1299,70,5,1.25
2013,25000,27.14666667,1197,78.9,5,2.65
2016,37882,26.25882353,1582,126.3,5,9.19
2014,69330,18.90588235,1995,181,5,23.5
2011,61000,16.4,1796,185,5,12.5
2010,35000,24.8,1199,79.4,5,1.5
2004,200000,,1086,,5,0.8
2009,82000,15.88235294,1405,,5,0.75
2012,72450,17.76470588,2179,140,7,8.1
2017,36381,33.04705882,1248,88.5,5,9.75
2017,25559,23.18823529,2143,201.15,5,37.93
2005,100000,21.86666667,1497,78,5,1.96
2015,94000,13.52941176,2982,169,7,20.5
2011,64357,32.09333333,998,67.1,5,2.75
2017,10501,12.57333333,1999,237.4,5,75
2009,47000,25.76470588,1396,90,5,2.8
2017,18000,21.33333333,1497,117.3,7,9.25
2007,89000,17.86666667,1794,125,5,3
2014,49964,20.8,1968,174.33,5,23.89
2014,35000,15.28235294,2494,100.6,7,12.75
2014,64000,28.23529412,1120,70,5,4.15
2013,36000,19.73333333,1598,105,5,4.65
2012,78600,15.05882353,2494,102,7,8.9
2008,170000,19.76470588,1493,110,5,1.5
2015,65000,27.29411765,1248,73.94,5,3.27
2008,120300,14.2,2967,241.4,7,18
2016,21000,24.8,1197,81.83,5,6.3
2017,18108,28.58823529,1248,88.5,5,11.31
2014,58407,23.2,1497,117.3,5,6.16
2014,49500,27.64,1373,91.1,5,6
2013,37199,23.33333333,1498,99.6,5,5.43
2012,62000,25.96470588,1199,73.9,5,4.65
2015,59000,24.43529412,1248,88.8,7,7.5
2015,60000,31.28235294,1248,74,5,6.25
2007,39037,17.45882353,2143,170,5,9.25
2013,17003,25.86666667,1198,86.8,5,3.15
2008,80400,21.33333333,1086,66.7,5,2.3
2012,75200,26.25882353,1582,126.32,5,5.25
2017,41217,33.04705882,1248,88.5,5,7.4
2006,98293,18.4,1299,70,5,1.55
2017,54000,21.6,1199,74,5,6
2016,17377,24.93333333,1199,88.7,5,5.9
2013,33800,30.35294118,1498,98.6,5,4.7
2015,86157,26.51764706,1396,88.73,5,6.5
2012,146824,24.82352941,1248,73.9,5,3.55
2014,55000,22.4,1497,116.3,5,7.1
2010,53293,17.52,1798,160,5,6
2017,38000,28.58823529,1248,88.5,5,7.99
2009,64000,22.66666667,1197,80,5,4.1
2017,25058,32.09333333,998,67.1,5,3.95
2016,36700,28.13333333,814,55.2,5,4.38
2011,35000,27.14666667,1197,78.9,5,2.75
2016,22732,24.13333333,3498,306,2,55.54
2014,48000,21.8,1968,187.74,5,29
2013,62084,26.78823529,1498,98.59,5,6.6
2012,39273,16.82352941,1968,140,5,6.99
2017,64798,16.09411765,2393,147.8,7,18.75
2010,100002,23.52941176,1399,68,5,1.28
2006,78000,19.32,1399,92.7,5,1.2
2013,57717,24.66666667,1197,85.8,5,4.31
2011,109000,14.57647059,2179,147.51,5,16.5
2017,74515,25.2,1197,82,5,5.64
2017,50484,12.83529412,3198,197.2,7,31.12
2013,13452,15.05882353,1968,167.6,5,25.46
2017,37688,22.68,1591,121.3,5,7.88
2017,34000,15.29411765,2143,204,5,36
2014,120000,,2987,165,5,30
2008,64000,23.33333333,1298,85.8,5,2.85
2011,100000,17.33333333,1343,90,5,3.5
2014,75000,24.07058824,1461,83.8,5,7.5
2012,86000,17.45882353,2143,170,5,19
2015,69000,18.78823529,2993,258,5,54
2015,41721,25.46666667,1197,82,5,4.7
2017,13000,29.33333333,1197,81.8,5,8.5
2013,38998,18.90588235,1995,181,4,17
2017,54250,30.32,796,47.3,5,3.51
2013,45979,20.12941176,1968,174.33,5,19.5
2012,37000,18.13333333,1598,181,4,17
2015,46983,14.2,2967,241.4,7,43.35
2012,40700,29.92941176,936,57.6,5,2.65
2015,43828,27.34666667,998,67.04,5,3.52
2016,53000,22.36470588,1461,108.5,5,6.25
2015,100000,22.21176471,1995,184,5,24.75
2015,19000,27.8,1197,83.14,5,5.25
2016,84000,20.84705882,1968,108.5,5,11
2018,37630,20.84,1499,110.4,5,9.1
2010,67714,24.66666667,1197,80,5,3.25
2017,32000,17.64705882,1248,88.5,5,8.5
2010,51000,21.6,1599,103.2,5,3.1
2015,58390,22.21176471,1995,184,5,19.86
2017,14000,28.23529412,1186,73.97,5,4.9
2014,55818,23.2,1497,117.3,5,5.7
2006,97800,21.46666667,,,,1.75
2012,52241,29.64705882,1248,74,5,2.9
2018,25433,32.22352941,1248,74,5,7.83
2015,40611,16.47058824,2179,138.1,7,8.15
2008,72000,17.6,1495,94,5,2
2016,54631,29.64705882,1248,74,5,6.25
2007,60000,20.94117647,1248,,5,3.4
2016,24941,29.2,624,37.48,4,3.19
2017,63939,29.96470588,1248,88.5,7,7.75
2014,35214,30.8,998,67.04,5,3.2
2015,63000,29.64705882,1248,74,5,4.9
2012,121377,20.05333333,1598,103.6,5,3.8
2009,100970,18.23529412,1896,105,5,4
2014,60000,24.35294118,1496,113.98,5,23.5
2008,77650,20.23529412,1396,53.5,5,1.15
2007,71297,22.66666667,1086,,5,2.2
2008,55001,,,,,26.5
2015,18955,24,1497,117.3,5,10.65
2016,47877,19.24705882,2179,187.7,5,35.68
2017,43368,17.64705882,2143,204,5,31.94
2011,73000,21.52941176,1991,147.9,5,4.2
2015,72007,17.76470588,2179,140,7,9.9
2014,56778,15.65333333,1796,186,5,15.46
2018,20024,24.26666667,1199,88.7,5,8.46
2013,42103,22.37333333,1496,88.73,5,3.25
2012,67147,26.26666667,796,46.3,5,2.6
2016,37806,27.2,1197,81.8,5,5.2
2009,85000,25.33333333,998,66.1,5,1.8
2011,35000,33.86666667,624,37.48,4,1.6
2015,72035,30,1498,99,5,2.5
2011,48500,21.33333333,1368,90,5,2.5
2017,28854,24.21333333,1196,86.8,5,6.7
2005,92450,20.53333333,1590,94,5,1.2
2016,14351,22.21176471,1995,184,5,35.55
2017,51087,21.05882353,1998,163.7,5,7.75
2005,50000,14.94117647,2609,116.6,8,1.94
2016,73000,29.41176471,1396,69,5,2.2
2011,60000,21.29411765,1991,147.9,4,3.8
2016,50000,15.05882353,2494,102,8,15.65
2018,36797,22.67058824,2143,167.62,5,39.47
2011,50000,24.66666667,1197,85.8,5,1.5
2013,94000,15.05882353,2494,102,8,8.85
2013,74000,14.76470588,2982,168.5,7,17.9
2014,41016,22.6,1197,78.9,5,5.08
2012,67000,26.25882353,1582,126.32,5,6.25
2015,76927,18.50588235,1968,174.33,5,22.75
2010,17088,24.8,1199,79.4,5,1.46
2007,112808,20.94117647,1399,68,5,2.05
2014,74980,23.52941176,1399,68,5,4.08
2014,44600,30.8,998,67.04,5,4.55
2013,37000,23.52941176,2143,107.3,5,14
2016,21000,21.06666667,1591,121.3,5,10.9
2010,81245,25.2,998,67.1,5,2.45
2013,70000,11.76470588,2148,170,5,15.8
2017,4018,25.17333333,1499,110.4,5,8.25
2013,70000,16.15294118,1995,148,5,8.5
2016,56532,18.82352941,2179,140,7,15.54
2013,26875,22.4,796,34.2,8,2.35
2015,72599,30,998,67.04,5,4.32
2008,205000,15.41176471,2499,141,7,3.9
2011,98000,26.25882353,1582,126.32,5,5.2
2018,19500,24.8,1197,81.83,5,5.85
2013,68000,21.36,1373,93.7,7,6.25
2019,19654,16.47058824,2179,155,7,17.63
2017,26000,27.82352941,1248,88.5,5,9.75
2015,10000,24.13333333,3498,306,2,55
2011,75020,25.96470588,1199,73.9,5,4.1
2011,157000,14.76470588,2982,168.5,7,11.99
2017,43773,18.82352941,2179,140,7,13.54
2016,21000,21.05882353,2143,201.15,5,56
2016,23280,24.93333333,1199,88.7,5,6.5
2013,88000,27.52941176,1248,74,5,4.75
2014,67000,22.68,1591,121.3,5,5.6
2017,59636,12.83529412,3198,197,7,29.2
2018,11000,24.8,1197,81.83,5,6.35
2013,60669,22.4,1497,116.3,5,4.95
2018,12000,32.23529412,1498,98.6,5,8.5
2013,35000,22.8,1591,121.3,5,4.5
2015,65000,28.47058824,1498,98.6,7,5.5
2013,39929,24.43529412,1248,88.8,7,6.56
2014,49000,32.09333333,998,67.1,5,2.3
2004,77757,15.41176471,2446,75,10,3.5
2016,21456,27.14666667,1197,78.9,5,4.55
2009,74000,20,1896,105,5,7.75
2015,37000,24.8,1197,81.83,5,5.25
2013,108640,13.52941176,2993,235,5,23.29
2016,38000,26.69411765,1995,190,5,23.99
2010,80000,19.32,1399,92.7,5,1.79
2011,47000,16.71764706,2143,203,5,13.9
2013,31000,20.8,1968,174.33,5,18.95
2014,40000,27.34666667,998,67.04,5,2.49
2016,4152,33.56,799,53.3,5,3.15
2017,51000,25.48235294,1498,108.62,5,6.45
2013,55000,25.96470588,1199,73.9,5,4.25
2014,58500,30.32,796,47.3,5,2.75
2017,58620,24.8,1197,81.83,5,7.14
2012,29605,24.4,1197,,5,2.44
2012,71172,22.66666667,1197,80,5,3.5
2017,12000,26.51764706,1396,88.73,5,7.3
2014,25000,27.34666667,998,67.04,5,2.75
2017,43000,26.51764706,1396,88.73,5,8.2
2015,57022,22.94666667,1197,103.6,5,6.51
2015,92000,23.52941176,1399,68.05,5,4.25
2014,33372,24.8,1197,85.8,5,6.21
2016,52625,28.23529412,1120,70,5,4.58
2016,215000,16.49411765,2179,118.3,7,7.5
2012,65537,26.83,796,38.4,5,2.1
2014,60138,26.41333333,1086,68.05,5,4.09
2014,84000,22.70588235,1968,141,5,10.75
2014,47000,18.78823529,2993,258,7,41.5
2014,33450,30.8,998,67.04,5,4.4
2013,125000,24.16470588,1598,103.6,5,6.25
2011,99606,18.90588235,1995,181,5,10.5
2014,64000,24.43529412,1248,88.8,7,7.25
2013,51000,23.52941176,1399,68.05,5,3.2
2014,57000,21.96,1198,74,5,3.95
2009,48040,19.72941176,2967,241.38,5,12.07
2017,43200,16.09411765,2393,147.8,7,18.6
2013,66000,26.25882353,1582,126.3,5,5.7
2013,31000,23.89333333,1086,62.1,5,1.75
2011,46000,19.47058824,1968,147.51,5,10.99
2012,47346,19.47058824,1968,147.51,5,14.5
2009,100000,20,1896,105,5,3.11
2015,63856,18.26666667,1997,153.86,5,13.96
2015,72996,26.25882353,1582,126.32,5,7.11
2014,23000,28.82352941,1498,98.6,7,6.9
2018,15985,24.8,1197,81.83,5,7.77
2011,98000,15.05882353,2494,102,8,5.5
2014,70089,24.8,1197,81.83,5,5.35
2011,99000,16,2523,63,7,4.5
2014,72000,23.92941176,1498,103.2,5,4.75
2015,44194,19.24705882,2179,187.7,5,32.8
2005,102000,23.06666667,993,60,5,0.7
2018,56652,15.29411765,2987,258,5,50.29
2010,41650,13.52941176,2982,171,7,10.99
2015,61717,25.2,1197,82,5,5.57
2018,25302,29.88235294,1186,73.97,5,5.9
2016,47016,20.38666667,1591,121.3,5,9.43
2010,69000,27.14666667,1197,78.9,5,2.9
2016,32700,25.86666667,1198,86.8,5,3.68
2015,101337,14.76470588,2982,168.5,7,21.67
2011,59000,19.47058824,1968,140,5,12.5
2018,41736,13.36470588,2755,171.5,7,19.92
2014,71649,29.52941176,1498,98.6,5,6.75
2015,80606,29.52941176,1498,98.6,5,6.96
2017,63262,28.93333333,999,67,5,3.25
2018,5456,33.41176471,1248,74,5,8.65
2017,7500,30.8,998,67.04,5,5
2011,66000,17.76470588,2179,140,7,5.5
2010,66770,27.14666667,1197,78.9,5,2.6
2014,58472,26.41333333,1086,68.05,5,3.41
2011,46687,29.33333333,1197,81.8,5,2.7
2008,77000,12.93333333,1995,163.5,5,5.5
2012,7000,19.10666667,1984,226.6,4,35
2011,48000,19.65333333,1991,184,5,9.75
2013,47000,25.45882353,1461,84.8,5,4.25
2015,51530,25.2,998,67.1,5,3.2
2014,25789,27.52941176,1248,74,5,6.85
2015,48000,30.35294118,1498,98.6,5,4.5
2012,52000,33.41176471,1248,74,5,3.55
2010,95637,13.2,1495,93.7,5,1.9
2008,131000,12.35294118,2609,120,7,3.6
2015,42076,15.29411765,2143,201.1,5,21.8
2012,76000,15.29411765,2982,168.5,7,13.5
2016,20487,30.26666667,799,53.64,5,2.66
2010,43000,22.4,1497,116.3,5,3.75
2018,17000,25.54666667,2494,158.2,5,32
2016,60805,30.58823529,1498,98.6,5,8.07
2012,58775,22.74117647,1968,138.1,5,5.64
2013,70181,20.8,1968,174.33,5,23.99
2016,85827,24.43529412,1248,88.76,7,7.5
2016,58205,22.67058824,2143,167.62,5,27
2008,91000,22.70588235,1248,73.9,5,2.85
2012,74000,22.36470588,1461,108.45,5,6.35
2010,79324,24.82352941,1248,73.9,5,3.3
2013,38623,25.46666667,1197,85.8,5,5
2014,59923,26.94117647,1248,74,5,6.46
2017,23360,28.13333333,814,55.2,5,3.75
2003,61495,23.06666667,993,60,5,1.52
2012,56661,20.13333333,1196,73,7,3.61
2017,40318,16.65882353,1968,174.3,5,43.74
2014,60000,18.50588235,1968,174.33,5,20
2008,103000,,799,,2,3
2010,130000,22.70588235,1248,73.9,5,3.65
2013,20000,16.55294118,1978,83.1,10,5.25
2016,76000,18.78823529,2993,258,7,58
2015,30000,24,1497,117.3,5,8.65
2015,150000,29.41176471,1396,69.01,5,2.5
2014,28000,22.57333333,1197,103.6,5,7.75
2015,74000,30.8,998,67.04,5,4.15
2011,75000,13.52941176,2982,171,7,10.85
2010,76000,15.06666667,2360,170,5,5.53
2014,64889,18.23529412,1896,105,5,11.5
2010,10000,12,3436,,2,40
2015,43000,23.14117647,1582,126.2,5,9.25
2011,47490,23.33333333,1198,75,5,2.29
2015,80000,26.78823529,1498,98.59,5,7
2007,60000,24.26666667,1061,64,5,1.65
2017,6006,27.64,1373,91.1,5,8.25
2011,71703,19.65333333,1991,181.03,5,9.14
2016,33000,23.73333333,1198,86.7,5,6.5
2012,60000,27.75294118,1364,,5,2.95
2015,91000,23.37647059,1461,83.8,5,5.75
2012,72000,26.2,998,58.2,5,2.85
2011,43000,21.96,1198,73.9,5,2.1
2017,63770,23.14117647,1582,126.2,5,13.55
2012,43510,17.34117647,2993,270.9,5,20.5
2017,52000,19.17647059,1956,170,5,20
2018,31427,18.44705882,1999,177,5,59.72
2016,29000,32.22352941,1248,74,5,6.5
2016,56000,33.04705882,1248,88.5,5,7.5
2007,76000,20,1586,104.68,5,2.15
2015,53615,26.70588235,1582,126.24,5,8.44
2013,132000,15.88235294,2477,175.56,7,12.49
2017,14800,22.66666667,1198,73.75,5,5.48
2013,35433,24.66666667,1197,85.8,5,4.2
2013,82966,19.76470588,1493,110,5,7.2
2014,96000,27.52941176,1248,74,5,4.8
2017,39528,29.78823529,1198,77,6,5.83
2018,92056,16.09411765,2393,147.8,7,18.39
2016,14930,28.53333333,1197,83.1,5,5.85
2016,38000,32.11764706,1498,98.6,5,6.21
2013,71000,22.66666667,1197,80,5,3.65
2012,71000,27.05882353,1396,90,5,3.7
2015,50000,22.67058824,2143,167.62,5,30
2016,48163,25.46666667,1197,82,5,4.85
2017,19168,25.2,1197,82,5,6.93
2016,26000,30.32,796,47.3,5,2.6
2014,37400,24.26666667,1199,82.5,5,1.89
2018,8682,,1950,194,5,39.5
2012,95000,18.26666667,1798,157.75,5,10
2009,34000,19.47058824,1968,147.51,5,9.95
2014,95000,15.05882353,2494,102,8,9.45
2017,13689,21.05882353,2143,136,5,28.25
2008,84000,26.41333333,1086,68.05,5,1.8
2008,47000,23.33333333,1298,85.8,5,1.4
2015,60001,25.48235294,1498,103.52,5,7.25
2012,96000,24.82352941,1248,73.9,5,3.6
2004,47300,19.2,1599,94,5,1.2
2014,28246,23.73333333,1198,86.7,5,4.94
2007,65000,25.2,998,67.1,5,1.25
2013,68000,25.96470588,1199,73.9,5,4.8
2019,11209,14.84705882,2198,158,7,31.15
2011,41980,22.66666667,1197,80,5,3.3
2012,65000,29.92941176,936,57.6,5,2.4
2010,38000,19.73333333,1799,130.2,5,2
2014,51000,27.34666667,998,67.04,5,3.1
2014,33855,20,1598,103.6,5,5.09
2006,146000,20.53333333,1590,94,5,1.05
2015,47037,26.78823529,1498,98.59,5,7
2010,58000,17.6,1495,94,5,2.5
2012,61240,26.44705882,1995,190,5,17.5
2011,91211,27.89333333,998,67.1,5,2.1
2013,84000,18.50588235,1968,174.33,5,17.75
2008,64226,17.3,1061,57.5,5,1.45
2005,67000,15.06666667,1794,125,5,2.45
2011,106976,15.88235294,2400,215,5,13.8
2016,27210,32.11764706,1498,98.6,5,5.85
2017,26322,33.04705882,1248,88.5,5,8.9
2016,9107,27.2,1197,81.8,5,5.15
2015,63983,22.67058824,2143,170,5,16.56
2010,134000,25.2,1061,67,5,1.65
2015,11000,20.66666667,1595,120.7,5,16
2008,93000,,1086,62,5,1.45
2017,24852,31.28235294,1248,74,5,8.08
2014,37632,25.2,1197,82,5,4.5
2013,55000,22.6,1498,97.7,5,4.3
2010,81448,25.33333333,998,66.1,5,2.6
2018,1900,33.56,799,53.3,5,4.45
2012,54957,22.8,1591,121.4,5,5.37
2008,55000,25.2,1061,67,5,1.75
2013,21983,22.21176471,1995,184,5,16.5
2013,76000,21.74117647,1995,177,5,19
2016,65000,29.41176471,1396,69.01,5,2.8
2015,26000,26.51764706,1396,88.73,5,6.2
2019,11571,22.4,796,34.2,8,3.8
2014,81000,29.64705882,1248,74,5,6.1
2019,23154,27.05882353,1498,98.96,5,11.65
2014,26856,22,1198,86.8,5,4.15
2017,67489,16.09411765,2393,147.8,7,16.5
2008,176000,12.35294118,2179,120,8,4.3
2010,18000,24.66666667,1197,80,5,2.25
2014,63003,26.25882353,1582,126.32,5,6.75
2014,80000,17.76470588,2179,140,7,9.4
2014,56658,24.28235294,1498,108.5,5,5.39
2019,18592,31.28235294,1248,74,5,8.51
2010,75695,18.26666667,1368,88.8,5,1.85
2012,82000,26.94117647,1248,74,5,2.5
2013,60000,25.96470588,1199,73.9,5,4.75
2009,138000,22.66666667,1497,118,5,3.5
2014,67000,27.05882353,1396,90,5,5.5
2012,42750,22.66666667,1497,118,5,6.33
2014,52398,29.92941176,936,57.6,5,2.47
2014,36657,21.6,995,62.1,5,3.3
2011,77000,13.61176471,2179,138.1,7,3.5
2014,85000,13.29411765,2987,254.8,7,38.75
2008,112500,13.52941176,2993,235,5,7.99
2013,105072,16.75294118,2755,174.5,7,13.28
2012,80000,15,1995,150,5,9.5
2019,3102,23.96470588,1461,108.45,5,14.01
2016,14656,28.70588235,1120,71,5,6.99
2010,105000,15.52941176,1995,170,5,11
2008,61000,14.4,2497,215,5,11
2010,85046,24.08,1198,75,5,2.3
2014,48000,19.24705882,2179,187.7,5,26.5
2011,55000,12,4367,308,7,67
2017,4000,21.33333333,1368,160,5,17.75
2010,94000,13.46666667,2354,152,5,4.8
2013,61110,24.8,1197,85.8,5,4.57
2016,80000,28.70588235,1120,71,5,3.5
2015,43190,22.36470588,1461,108.5,5,7.61
2015,45000,21.47058824,1968,187.74,5,25
2016,44178,25.2,1197,82,5,5.88
2015,84415,15.28235294,2494,100.6,8,13.5
2015,35000,24.66666667,1197,80,5,4.6
2013,44000,26.78823529,1498,98.59,5,4.9
2012,67635,22.66666667,1497,118,5,5.25
2018,18385,19.73333333,1497,121.36,5,12.41
2014,35000,25.96470588,1199,73.9,5,3.8
2010,49000,22.67058824,2143,170,5,8.95
2013,69000,26.70588235,1498,89.84,5,7.2
2017,23228,19.2,1396,65,5,4.5
2014,68462,31.28235294,1248,74,5,4.15
2016,74611,29.52941176,1248,88.5,5,7.94
2014,90000,22.36470588,1461,108.45,5,7.25
2016,22000,25.2,998,67.1,5,3.7
2010,58163,,1086,62,5,2.45
2011,109500,29.92941176,936,57.6,5,1.5
2017,13363,18.82352941,1997,140,7,12
2012,51000,26.41333333,1086,68.05,5,2.2
2007,103000,16.38823529,2179,138,7,3.6
2009,43002,27.14666667,1197,78.9,5,1.92
2016,108000,13.36470588,2755,171.5,7,20.5
2010,82407,20.58823529,1896,106,5,4.25
2013,29000,25.2,1197,82,5,3.2
2012,225000,27.75294118,1364,,5,2.6
2014,45000,27.52941176,1248,74,5,3.85
2010,93401,27.05882353,1396,90,5,3.48
2017,95802,30.38823529,1498,99,5,4.55
2016,130000,29.96470588,1248,88.5,7,7
2013,67443,24.43529412,1248,88.8,7,5.75
2016,47681,22.4,1497,116.3,5,8.73
2009,35000,26.26666667,796,46.3,5,1.7
2016,68000,12.83529412,3198,197,7,29.5
2019,34688,28.58823529,1248,88.5,5,10.49
2015,10512,11.46666667,2706,265,2,64
2016,58000,26.94117647,1248,74,5,7.55
2014,40000,23.42666667,1193,88.7,5,3.95
2010,61000,22.66666667,1197,80,5,3.25
2009,86000,22.82352941,1422,70,5,2.75
2015,45000,25.21176471,1364,87.2,5,7.35
2017,55000,22.66666667,1198,73.75,5,4.7
2016,36855,20.38666667,1591,121.3,5,8.77
2013,46821,27.14666667,1197,78.9,5,3.42
2015,120000,24.8,1199,76.8,5,2.5
2012,29000,17.34117647,2993,270.9,5,20
2014,40000,17.65333333,1598,102.5,5,5.25
2013,60000,18.50588235,1968,174.33,5,14.5
2011,64984,22.6,1197,78.9,5,3.45
2015,73204,32.09333333,998,67.1,5,3.3
2014,50000,13.32941176,4134,335.2,7,51
2017,35000,28.58823529,1248,88.5,5,6.5
2013,17729,28.13333333,814,55.2,5,3.65
2012,97000,23.52941176,1497,115,5,7.25
2014,89614,25.88235294,1582,126.2,5,6.01
2015,14000,25.2,998,67.1,5,2.8
2012,50000,22.66666667,1197,80,5,4
2014,62505,23.2,1497,117.3,5,5.95
2011,248000,15.05882353,2494,102,7,9.2
2012,94900,19.76470588,1493,110,5,5.35
2017,55000,20.70588235,2179,153.86,7,12
2015,53735,14.2,2967,241.4,7,38.94
2008,53934,25.2,998,67.1,5,2.69
2013,58500,20.10588235,1995,218,5,27.5
2014,48000,24,1198,86.7,5,2.75
2016,24000,32.93333333,796,47.3,5,2.8
2016,52001,22.68,1591,121.3,5,6.45
2018,9565,31.78666667,1199,84,5,5.88
2013,32953,24.8,1197,85.8,5,4.65
2014,18000,28.13333333,814,55.2,5,2.5
2018,20446,16.8,1950,191.34,5,51.35
2016,33016,26.51764706,1396,88.73,5,6.85
2012,48000,27.75294118,1364,67.05,5,5.25
2014,72022,25.21176471,1364,87.2,5,9.23
2014,34000,24.35294118,1496,113.98,5,22
2014,69000,23.69411765,1498,88.8,5,5.19
2009,108000,18.26666667,1798,157.75,5,4.35
2013,34700,11.76470588,2148,170,5,24.5
2015,79000,20.94117647,1248,75,5,5.75
2016,58197,24,1497,117.3,5,9.19
2008,66000,11.26666667,2979,321,5,10.75
2009,60000,25.6,1197,80,5,2.99
2014,57000,31.28235294,1248,74,5,3.89
2018,45555,30.58823529,1498,98.6,5,11.73
2016,55137,18.66666667,796,35,5,3.11
2014,93325,20.23529412,1968,138.1,5,14.45
2018,38000,28.84705882,1248,88.5,7,8.7
2016,57738,28.23529412,1120,70,5,5.04
2017,38282,33.04705882,1248,88.5,5,8.5
2014,64000,22.67058824,2143,170,5,15.65
2015,32000,24.11764706,1248,91.72,5,5.65
2010,83000,14.57333333,2497,204,5,16.5
2011,76000,26.3,998,67.1,5,2
2012,67200,20.05333333,1598,103.6,5,3.9
2013,62655,22.21176471,1995,184,5,14.5
2015,16900,17.28235294,2993,258,5,44
2017,8471,25.2,1197,81.86,5,5
2016,69000,13.36470588,2755,171.5,7,19.75
2017,30090,23.05882353,1461,108.45,5,11.44
2011,120000,21.17647059,1248,75,5,1.75
2013,23000,20.94117647,1248,,5,5.6
2016,35939,16.4,1796,185,5,30.42
2013,116694,17.76470588,2179,140,7,9.57
2016,40448,18.77647059,2523,62.1,7,3.5
2018,64456,28.58823529,1248,88.5,5,10.46
2014,52782,24.11764706,1248,91.72,5,4.85
2016,51672,26,1199,88.76,5,5.68
2015,56073,18.26666667,1798,157.75,5,13.25
2011,65000,17.34117647,2993,270.9,5,16
2013,79000,25.2,998,67.1,5,3
2007,43206,22.66666667,1086,,5,0.99
2010,70200,19.37333333,1798,138.1,5,5
2016,42000,21.46666667,1197,85,5,4.75
2014,62000,21.96,1198,74,5,5.35
2017,20000,25.2,1197,81.86,5,5.98
2011,80000,25.29411765,1248,88.8,5,3.5
2018,50234,25.2,1197,81.86,5,4.77
2016,50003,28.53333333,1197,83.1,5,5.45
2018,1000,27.06666667,1199,84,5,6.85
2016,54897,31.28235294,1248,74,5,7.3
2007,108995,20.4,1193,65.3,5,1.25
2015,73000,26.70588235,1598,118,5,8.25
